ride_id,rider_id,driver_id,city,pickup_at,distance_mi,surge_mult,rider_rating,duration_min,fare_usd
16117,3885,121,Seattle,2025-06-10 14:05:00,6.08,1.72,5,20.3,17.76
16118,1513,187,Chicago,2025-07-04 06:25:00,2.86,1,5,11.4,4.72
16119,218,671,San Francisco,2025-08-04 07:00:00,4.93,1.16,5,15.3,11.79
16120,3013,756,Austin,2025-12-12 10:30:00,5.01,1.54,5,16.9,14.33
16121,2047,595,Boston,2025-01-19 23:20:00,1.67,1.76,3,4.2,6.24
16122,3332,236,San Francisco,2025-09-26 01:10:00,8.26,1.11,5,25.5,17.3
16123,1185,603,Seattle,2025-10-19 03:00:00,3.43,1.57,5,12.6,10.8
16124,3170,531,San Francisco,2025-01-24 16:50:00,7.18,1,5,18.9,13.72
16125,1814,151,Austin,2025-12-25 10:40:00,3.57,1,5,10.5,8.75
16126,1310,718,Chicago,2025-09-26 07:05:00,8.15,1.32,3,26.2,19.52
16127,1803,175,Austin,2025-03-05 16:05:00,3.32,1.55,5,8.9,10.31
16128,3516,608,Austin,2025-03-27 15:30:00,4.36,1.16,5,13.3,10.19
16129,1876,399,Austin,2025-08-06 22:40:00,4.36,1.48,5,12,10.9
16130,1405,217,Austin,2025-01-24 19:35:00,1.81,1.07,4,5.4,6.04
16131,2096,499,San Francisco,2025-05-17 20:00:00,22.01,1.07,5,64.9,38.06
16132,1149,84,Boston,2025-09-18 03:50:00,3.09,1.62,5,9.1,9.52
16133,2097,3,Chicago,2025-05-08 23:05:00,10.1,1.06,4,28,19.24
16134,101,493,Chicago,2025-07-11 17:10:00,10.96,1.04,5,31.3,22.01
16135,2707,192,San Francisco,2025-06-25 21:50:00,4.08,1,4,13.9,7.08
16136,2029,350,Seattle,2025-08-14 00:10:00,2.15,1.09,NA,8.1,6.4
16137,1450,430,San Francisco,2025-12-13 08:40:00,6.46,1.35,5,20.5,14.93
16138,1521,772,Chicago,2025-12-29 18:20:00,4.29,1.08,5,10.7,10.99
16139,2696,753,Boston,2025-04-01 06:35:00,5.53,1.27,5,15.7,12.95
16140,2625,89,San Francisco,2025-11-15 17:05:00,5.25,1.65,4,15.2,15.16
16141,3245,783,San Francisco,2025-09-29 04:40:00,2.57,1.05,4,10,7.04
16142,2256,250,Austin,2025-04-07 05:30:00,3.4,1.53,5,9.9,9.96
16143,3428,570,Austin,2025-08-04 14:35:00,5.83,1,4,15.7,11.52
16144,3488,472,Chicago,2025-01-03 17:45:00,1.62,1.14,4,6.5,4.6
16145,2035,427,Austin,2025-11-30 15:15:00,5.6,1,5,15.9,9.17
16146,3902,687,Boston,2025-12-12 06:25:00,3.94,1.4,5,11,11.45
16147,3786,108,San Francisco,2025-12-13 13:30:00,5.14,1,5,15.4,9.8
16148,3886,318,Boston,2025-06-30 17:50:00,4.93,1.12,5,14.5,10.72
16149,2468,581,Austin,2025-08-12 22:10:00,4.83,1.44,5,15.5,11.69
16150,2157,582,Boston,2025-10-24 17:20:00,8.23,1.25,4,25.2,17.99
16151,2905,726,Boston,2025-06-01 22:50:00,2.6,1.3,5,8.8,7.15
16152,3856,236,Seattle,2025-08-26 11:45:00,8.63,1.03,4,23.1,16.08
16153,3090,340,San Francisco,2025-09-29 05:50:00,3.56,1.02,5,9.6,9.53
16154,507,303,Seattle,2025-07-08 07:15:00,5.34,1.37,5,15.9,13.64
16155,421,679,Chicago,2025-09-07 21:25:00,15.23,1.11,5,45.8,26.13
16156,3781,579,San Francisco,2025-05-02 07:40:00,8.29,1.1,4,24.2,16.15
16157,2115,362,Chicago,2025-09-04 17:55:00,14.81,1,5,43.2,24.06
16158,3259,428,Chicago,2025-11-11 17:10:00,1.55,1.47,5,3.4,4.92
16159,634,567,San Francisco,2025-07-08 07:30:00,3.02,1.36,5,7.8,8.66
16160,3088,470,Boston,2025-02-18 23:55:00,11.48,1.23,5,28.5,24.05
16161,2593,354,Boston,2025-09-20 21:45:00,3.7,1.52,4,11.1,11.81
16162,186,498,San Francisco,2025-03-10 14:25:00,1.2,1.3,3,2.3,5.07
16163,3155,374,Austin,2025-07-31 04:40:00,4.17,1.33,NA,12.8,13.21
16164,1548,231,Austin,2025-06-22 19:35:00,1.96,1.35,5,5.7,5.79
16165,3744,765,Austin,2025-06-14 23:50:00,3.99,1.02,4,14.9,6.48
16166,2192,631,Chicago,2025-12-13 19:05:00,6.07,1.2,4,16.2,13.53
16167,1823,9,Seattle,2025-06-06 23:15:00,4.12,1.18,5,9.3,9.55
16168,1701,735,Austin,2025-05-30 01:15:00,3.97,1.03,4,14.5,6.48
16169,594,661,Chicago,2025-12-05 02:25:00,1.32,1.09,5,6.1,3.02
16170,2473,688,Austin,2025-09-30 11:55:00,2.61,1.35,5,8.4,8.35
16171,1125,109,Austin,2025-05-09 04:10:00,4.79,1.09,5,14.2,9.5
16172,648,735,Chicago,2025-05-07 15:30:00,3.44,1.09,4,7.5,8.4
16173,2467,773,Chicago,2025-04-11 04:20:00,2.04,1,4,5.7,6.17
16174,2656,156,Seattle,2025-09-28 20:45:00,5.19,1.3,5,16.4,10.27
16175,629,149,San Francisco,2025-01-29 21:10:00,2.87,1.25,4,8.9,8.85
16176,1215,238,San Francisco,2025-04-19 03:10:00,6.16,1.27,4,16.5,12.87
16177,340,458,Austin,2025-03-26 08:10:00,4.61,1.36,4,14.5,12.19
16178,1352,64,Chicago,2025-09-09 22:55:00,4.49,1.54,5,13.4,12.87
16179,1050,735,Chicago,2025-07-25 13:15:00,2.22,1.65,NA,4.6,8.02
16180,535,584,Chicago,2025-11-10 01:15:00,2.6,1.22,5,9.7,6.88
16181,3298,43,San Francisco,2025-07-12 19:30:00,2.68,1.17,5,8.1,7.56
16182,1089,453,Chicago,2025-12-28 02:30:00,4.69,1.47,5,15.7,12.84
16183,3277,557,Chicago,2025-12-16 06:45:00,6.04,1.48,4,17.2,17.1
16184,2384,742,Chicago,2025-04-08 08:55:00,5.19,1,4,15.1,11.73
16185,3208,231,San Francisco,2025-09-04 18:55:00,3.09,1,5,8.4,7.15
16186,1136,141,Chicago,2025-07-26 07:20:00,7.96,1,3,22,14.33
16187,3283,532,Boston,2025-01-15 18:00:00,7.27,1,5,21.6,14.63
16188,22,397,Austin,2025-01-06 12:25:00,6.7,1,5,20.4,11.44
16189,1205,544,Seattle,2025-01-16 01:25:00,3.08,1.33,5,7.7,7.64
16190,3446,141,Seattle,2025-02-03 14:45:00,6.97,1,5,20.2,14.22
16191,2961,608,San Francisco,2025-07-05 22:50:00,4.19,1,NA,13.2,9.92
16192,3650,771,Austin,2025-04-03 02:10:00,3.53,1.34,5,9.8,10.01
16193,588,17,Austin,2025-10-16 13:30:00,3.16,1.21,4,8.1,8.44
16194,984,90,San Francisco,2025-06-11 05:55:00,3.51,1.07,4,11.2,9.54
16195,223,143,Boston,2025-08-14 21:25:00,3.08,1,5,8.1,7.36
16196,2190,769,Seattle,2025-01-29 17:40:00,5.73,1.31,5,19.2,13.39
16197,3225,503,San Francisco,2025-04-30 08:45:00,4.39,1.44,5,12.1,12.22
16198,2997,240,San Francisco,2025-06-29 06:50:00,8.29,1,5,23.9,14.82
16199,455,29,Austin,2025-09-12 10:05:00,3.38,1.01,4,10.6,6.8
16200,759,592,San Francisco,2025-04-23 21:00:00,1.83,1.24,4,8.2,7.6
16201,1372,448,Seattle,2025-05-02 19:55:00,8.7,1.6,5,27.8,24.56
16202,2811,521,San Francisco,2025-04-26 15:00:00,2.37,1.05,5,7,4.99
16203,3971,255,Boston,2025-05-11 10:55:00,5.44,1.26,5,13.4,13.08
16204,496,409,Boston,2025-03-01 16:35:00,4.24,1.22,4,13.8,10.08
16205,3125,460,San Francisco,2025-11-12 08:45:00,3.24,1.1,3,8.9,6.24
16206,2986,249,Boston,2025-04-23 21:20:00,6.16,1.8,5,20.5,18.27
16207,299,173,Chicago,2025-11-01 18:10:00,4.98,1.73,5,17.6,16.18
16208,3812,400,Seattle,2025-02-24 05:35:00,5.49,1.04,5,16.2,12.34
16209,3274,438,Boston,2025-01-17 11:20:00,2.5,1,5,10.5,6.04
16210,824,383,Seattle,2025-02-28 23:20:00,3.34,1.47,4,9.8,10.42
16211,2810,612,Boston,2025-09-17 18:15:00,2.67,1,5,8,5.65
16212,1056,432,San Francisco,2025-08-08 19:40:00,8.95,1.41,5,28.9,22.74
16213,1289,499,Seattle,2025-10-16 00:55:00,6.07,1.2,5,19.4,13.11
16214,1580,350,Chicago,2025-03-11 10:15:00,6.83,1.17,5,19.2,13.72
16215,364,542,Seattle,2025-08-12 20:45:00,8.41,1,4,26.7,15.47
16216,2742,53,Seattle,2025-11-27 14:30:00,7.27,1.44,NA,23.5,18.36
16217,1730,186,Austin,2025-06-21 22:50:00,4.32,1,4,13,9.99
16218,1221,73,Austin,2025-01-04 04:10:00,10.07,1.59,4,32.2,25.22
16219,1619,738,Austin,2025-01-09 02:40:00,12.64,1,5,38.4,20.37
16220,1977,345,Boston,2025-03-30 16:40:00,2.88,1.42,5,6.2,8.07
16221,401,730,Austin,2025-11-30 16:55:00,6.93,1.16,5,20.3,15.69
16222,2222,643,Seattle,2025-05-12 06:05:00,8.62,1,5,23.6,16.44
16223,623,153,Boston,2025-04-12 10:05:00,5.36,1.08,4,16.4,11.2
16224,96,475,Chicago,2025-05-31 01:30:00,3.54,1.03,4,9.2,7.63
16225,1459,573,Chicago,2025-09-14 22:40:00,3.8,1.63,5,9.4,13.23
16226,314,410,Seattle,2025-03-07 03:25:00,2.92,1,5,8.1,7.4
16227,1842,153,San Francisco,2025-08-12 19:55:00,2.8,1,5,11,5.87
16228,3289,406,Seattle,2025-10-25 19:55:00,1.26,1.21,5,0.6,3.72
16229,3412,290,Austin,2025-09-16 13:25:00,4.76,1.02,5,16.5,9.76
16230,2087,440,San Francisco,2025-04-27 19:30:00,5.36,1,5,17,8.97
16231,3628,417,San Francisco,2025-11-29 10:50:00,3.07,1.04,4,11.1,6.99
16232,3656,451,Chicago,2025-08-12 13:15:00,7.45,1.67,4,21.9,20.79
16233,2848,302,Boston,2025-08-19 02:30:00,2.27,1.34,4,7.9,5.86
16234,288,530,Seattle,2025-08-02 19:25:00,6.46,1.43,5,21.2,16.99
16235,2453,54,San Francisco,2025-07-16 08:55:00,2.6,1.09,5,8.5,5.08
16236,1874,447,San Francisco,2025-10-17 19:10:00,6.91,1,4,21.8,12.92
16237,3117,587,Austin,2025-08-25 17:50:00,2.98,1,5,8.2,6.99
16238,854,734,San Francisco,2025-12-21 04:05:00,2.91,1.14,5,10.5,8.54
16239,3632,143,San Francisco,2025-09-10 12:55:00,2.54,1.44,5,8.9,6.11
16240,3812,252,San Francisco,2025-02-05 17:45:00,2.31,1.32,4,5.7,6.65
16241,3788,453,Boston,2025-06-02 20:15:00,4.45,1,5,11.6,7.95
16242,2662,361,San Francisco,2025-07-25 14:30:00,10.86,1.03,5,35.4,18.77
16243,385,6,San Francisco,2025-01-29 10:30:00,4.03,1.47,4,13.6,13.79
16244,1442,488,Austin,2025-09-15 10:40:00,2.07,1,4,4.3,3.53
16245,3370,616,Seattle,2025-12-01 16:20:00,4.08,1,5,14.8,8.4
16246,3301,16,San Francisco,2025-11-06 18:35:00,8.96,1,5,27.2,16.43
16247,1828,586,Seattle,2025-08-16 14:05:00,5.07,1.75,4,14.4,16.85
16248,3636,758,Chicago,2025-01-19 18:45:00,5.63,1.89,5,16.2,19.57
16249,2302,199,Chicago,2025-04-22 22:55:00,4.21,1.19,5,13.6,11.3
16250,1784,742,Seattle,2025-11-16 17:45:00,2.17,1,5,4.1,4.68
16251,1765,93,Chicago,2025-09-16 08:50:00,5.53,1,5,19.1,13.66
16252,2806,612,San Francisco,2025-10-10 07:45:00,5.85,1.94,5,16.3,20.22
16253,2594,12,Boston,2025-07-24 02:35:00,2.49,1.51,5,9.8,7.77
16254,3988,417,Austin,2025-02-12 21:55:00,2.29,1.77,NA,6.4,10.19
16255,1775,90,Boston,2025-11-17 08:20:00,4.02,1,4,14,8.23
16256,1310,209,Boston,2025-10-07 13:00:00,2.77,1,4,5.9,8.48
16257,253,294,San Francisco,2025-05-14 06:10:00,4.15,1.2,5,13.7,10.49
16258,2494,566,Chicago,2025-12-17 10:20:00,9.3,1,5,28.9,16.31
16259,3085,442,Austin,2025-10-19 03:50:00,1.76,1.2,NA,6,4.36
16260,2120,676,Seattle,2025-09-11 19:50:00,4.04,1.23,5,12.3,10.43
16261,2655,4,Austin,2025-06-11 04:45:00,2.2,1.75,5,6.6,7.98
16262,1921,425,Austin,2025-06-11 12:55:00,3.43,1.46,5,10.6,11.68
16263,452,457,Chicago,2025-07-24 23:15:00,5.14,1.13,3,14.5,10.3
16264,2118,265,Seattle,2025-10-10 16:20:00,3.16,1,5,11,7.25
16265,3325,674,Chicago,2025-03-04 06:40:00,3.41,1,4,12.5,8.34
16266,1454,366,Seattle,2025-05-31 19:45:00,3.35,1.23,3,12.3,7.34
16267,97,507,Chicago,2025-10-16 13:15:00,9.88,1,5,28.9,18.02
16268,3638,188,San Francisco,2025-12-27 18:25:00,5.34,1.4,NA,16.1,15.77
16269,2212,246,Boston,2025-01-11 22:10:00,3.27,1,5,10.5,5.98
16270,2733,355,Chicago,2025-05-21 11:20:00,3.51,1.47,5,8.2,9.34
16271,837,246,Austin,2025-03-30 14:00:00,11.95,1.18,5,36.9,22.63
16272,1266,610,Boston,2025-08-12 15:40:00,6.15,1.41,5,20.8,15.81
16273,2862,346,Chicago,2025-12-26 23:40:00,9.94,1.53,4,28.1,26.12
16274,1800,204,San Francisco,2025-10-04 03:10:00,5.73,1,5,16.9,9.85
16275,600,609,San Francisco,2025-07-31 07:55:00,1.35,1.35,4,2.3,6.4
16276,173,562,San Francisco,2025-12-17 13:10:00,3.79,1.14,4,12.2,9.57
16277,2652,288,Austin,2025-03-13 15:40:00,2.17,1.44,5,5.7,6.61
16278,496,380,Boston,2025-04-13 10:10:00,2.96,1.3,5,10,8.38
16279,3101,673,Austin,2025-12-10 01:35:00,10.29,1.2,NA,31.9,21.44
16280,198,286,Boston,2025-08-20 16:50:00,2.94,1.19,5,7.2,7.05
16281,25,368,Chicago,2025-12-22 13:20:00,7.27,1,5,21.8,11.32
16282,1066,67,San Francisco,2025-07-31 02:25:00,11.82,1.25,5,35.6,25.82
16283,1877,380,Seattle,2025-07-03 02:05:00,5.78,1.25,5,19.2,12.62
16284,2838,506,San Francisco,2025-09-25 06:40:00,11.44,1.5,5,35.4,26.93
16285,3019,72,Boston,2025-10-20 19:40:00,5.93,1.68,3,17.1,16.14
16286,2341,782,Austin,2025-09-04 22:25:00,3.84,1.21,5,11.7,8.91
16287,1219,644,San Francisco,2025-11-23 20:20:00,4.55,1.17,NA,13.6,10.28
16288,39,693,Seattle,2025-01-09 10:35:00,2.29,1.33,4,6,7.35
16289,1323,151,Austin,2025-05-12 14:30:00,6.66,1.08,NA,20.1,13.12
16290,757,768,Chicago,2025-08-29 07:50:00,7.28,1.09,4,24.1,14.1
16291,1869,678,Seattle,2025-02-25 17:40:00,11.62,1.45,4,35.1,26.76
16292,3681,3,San Francisco,2025-11-06 23:15:00,5.92,1.31,4,18,14.39
16293,1442,661,Seattle,2025-03-11 23:10:00,4.47,1.1,5,10.5,9.09
16294,3684,109,Seattle,2025-02-19 11:30:00,3.49,1,5,13.6,6.71
16295,600,466,Seattle,2025-10-12 10:15:00,6.24,1.39,4,16.9,15.89
16296,1258,791,Austin,2025-10-25 15:20:00,5.28,1.37,4,14.9,13.05
16297,2547,457,Seattle,2025-10-09 09:10:00,2.65,1,4,5.6,5.97
16298,654,61,Seattle,2025-03-01 08:10:00,2.66,1.44,4,7,7.11
16299,2875,520,Austin,2025-08-07 12:30:00,3.92,1,4,9,6.66
16300,757,339,Austin,2025-12-09 14:50:00,6.43,1.56,4,20.3,17.56
16301,1730,113,Boston,2025-12-31 11:55:00,2.39,1,5,8.3,6.11
16302,474,369,Boston,2025-09-25 06:45:00,3.82,1.32,5,11.2,10.13
16303,2873,594,Boston,2025-02-24 13:45:00,1.65,1,5,6.4,4.57
16304,424,750,Chicago,2025-06-17 08:15:00,7.76,1.09,5,24.9,12.44
16305,2269,145,San Francisco,2025-12-20 11:20:00,2.93,1.16,5,10,10.42
16306,222,6,Chicago,2025-03-23 18:10:00,7.18,1.4,5,20.2,18.59
16307,2448,300,Austin,2025-08-01 13:40:00,4.19,1.65,5,7.9,12.18
16308,3237,719,Seattle,2025-01-14 06:15:00,7.66,1.33,4,22.1,18.98
16309,2570,102,Seattle,2025-01-23 20:40:00,5.01,1.14,4,17.4,11.69
16310,538,448,Seattle,2025-06-12 06:40:00,3.86,1,5,11.2,7.12
16311,2042,106,Chicago,2025-12-06 05:45:00,4.52,1.4,5,14.3,12.02
16312,2030,755,Austin,2025-01-11 11:15:00,8,1.25,5,25.7,16.05
16313,2466,22,Chicago,2025-04-28 03:20:00,3.99,1,5,12.5,8.64
16314,1261,462,Chicago,2025-05-07 23:05:00,3.25,1.65,4,13.6,11.54
16315,1086,185,Boston,2025-02-08 17:20:00,3.33,1.02,5,10.5,9.84
16316,132,598,San Francisco,2025-12-27 02:05:00,8.49,1.1,5,23.4,15.63
16317,1308,187,San Francisco,2025-09-14 20:15:00,4.64,1,5,17.3,9.7
16318,1655,351,Boston,2025-12-12 14:45:00,6.4,1.15,5,18.9,13.5
16319,1635,631,Austin,2025-10-06 12:15:00,8.18,1.24,NA,25.6,19.06
16320,3101,125,San Francisco,2025-09-07 10:30:00,5.96,1.26,3,16.9,13.26
16321,3910,244,Austin,2025-04-30 05:20:00,3.03,1,5,9.6,6.82
16322,2970,728,Boston,2025-08-17 22:35:00,2.4,1.66,3,9.3,7.08
16323,1516,692,Chicago,2025-12-17 19:05:00,3.41,1,4,10.9,7.44
16324,93,501,San Francisco,2025-09-29 11:30:00,4.64,1.55,NA,13.4,12.52
16325,2234,235,Chicago,2025-11-29 09:45:00,4.27,1.79,5,13.1,14.31
16326,3081,447,Boston,2025-09-02 20:00:00,4.46,1.63,5,14.8,13.09
16327,2924,375,Austin,2025-11-16 08:00:00,7.03,1.52,4,21.7,17.29
16328,1653,200,Austin,2025-02-09 00:35:00,6.18,1.32,3,17.4,15.04
16329,3034,123,San Francisco,2025-09-02 10:25:00,3.82,1,5,10.8,12.1
16330,1404,425,San Francisco,2025-02-02 21:50:00,6.98,1,4,23.3,13.54
16331,909,394,Chicago,2025-07-28 20:05:00,3,1.25,4,10.1,8.46
16332,2163,83,Austin,2025-02-20 20:00:00,4.61,1.13,5,15.1,9.23
16333,370,352,Chicago,2025-11-19 02:45:00,5.02,1.45,3,16.1,14.49
16334,814,141,Seattle,2025-08-08 11:00:00,7.13,1,5,22.7,13.89
16335,2575,609,San Francisco,2025-06-01 01:20:00,2.8,1.41,5,9.2,7.19
16336,3108,299,San Francisco,2025-12-02 15:45:00,4.38,1.22,5,12.2,9.49
16337,3999,791,Seattle,2025-04-25 05:20:00,2.69,1.75,5,7.4,8.97
16338,3444,150,Seattle,2025-11-06 14:00:00,2.02,1,5,5.1,5.08
16339,2234,73,Seattle,2025-09-16 01:35:00,8.65,1.44,5,26.9,20.86
16340,2022,759,Seattle,2025-07-24 06:10:00,5.97,1,5,16.9,10.06
16341,2311,583,Austin,2025-09-23 13:50:00,1.61,1.29,NA,5.8,6.39
16342,313,164,Austin,2025-02-19 10:40:00,4.86,1.25,5,11.8,10.96
16343,3522,254,Chicago,2025-08-15 13:55:00,5.41,1.38,3,14.2,12.89
16344,2998,335,Chicago,2025-03-12 07:10:00,8.52,1.26,5,24.8,18.05
16345,242,418,San Francisco,2025-10-15 04:55:00,3.62,1,5,12.6,6.98
16346,2788,659,Seattle,2025-11-02 19:50:00,3.87,1.07,4,10.4,8.41
16347,222,473,Austin,2025-09-02 08:55:00,6.13,1.75,NA,16.2,17.32
16348,1232,286,Chicago,2025-03-09 19:15:00,9.21,1.18,4,27.6,19.47
16349,794,789,Seattle,2025-03-22 11:30:00,3.18,1.66,5,8.2,9.76
16350,2797,444,Boston,2025-01-13 01:10:00,11.88,1.53,4,34.7,28.51
16351,3183,511,Seattle,2025-03-08 14:45:00,6.16,1,5,18.3,10.69
16352,2067,295,San Francisco,2025-05-04 07:15:00,4.99,1.32,4,18.2,12.63
16353,2722,527,San Francisco,2025-01-29 12:45:00,8.86,1.66,5,27.6,24.81
16354,688,136,Boston,2025-02-11 05:15:00,5.96,1.2,5,15.7,14.11
16355,2108,359,Seattle,2025-06-01 00:55:00,3.31,1,NA,11.6,6.31
16356,1553,126,Seattle,2025-12-23 05:05:00,1.77,1.4,5,5.3,7.43
16357,3608,676,Seattle,2025-02-03 08:50:00,7.05,1,5,21.1,12.12
16358,938,635,Austin,2025-03-19 18:05:00,6.98,1.35,5,20.2,16.76
16359,1672,362,Boston,2025-04-22 19:20:00,8.82,1.09,5,26,16.46
16360,2055,374,Boston,2025-01-11 08:40:00,6.51,1.28,3,18.5,16.35
16361,2741,700,Chicago,2025-02-17 17:20:00,6.34,1,5,18.5,11.97
16362,994,420,Boston,2025-05-25 06:50:00,3.67,1.33,5,9.8,9.91
16363,2550,255,Seattle,2025-03-12 02:05:00,7.32,1,5,22.4,13.43
16364,2711,528,Austin,2025-11-10 20:55:00,6.93,1.31,5,19.4,15.23
16365,1871,92,Chicago,2025-04-25 02:55:00,10.23,1.44,4,30.1,25.93
16366,1239,468,Chicago,2025-07-20 19:20:00,2.22,1.33,5,6.5,8.22
16367,2658,442,Chicago,2025-11-14 09:15:00,5.3,1,5,14,10.48
16368,2174,277,Seattle,2025-02-24 07:05:00,3.54,1.36,5,10.7,10.75
16369,478,75,San Francisco,2025-07-28 16:50:00,2.57,1.03,5,7.3,6.18
16370,2386,135,Austin,2025-01-22 08:50:00,2.93,1.1,NA,7.6,6.29
16371,1870,180,Boston,2025-10-25 02:40:00,2.88,1.76,5,9.6,8.55
16372,1255,598,Boston,2025-09-21 20:15:00,10.48,1,5,30.9,19.02
16373,193,101,Austin,2025-09-11 19:30:00,4.08,1.19,4,15.1,9.67
16374,2066,549,San Francisco,2025-09-13 05:05:00,6.23,1.38,NA,18.5,14.67
16375,576,48,Boston,2025-04-04 07:35:00,4.32,1.74,5,13.6,13.05
16376,2692,456,San Francisco,2025-03-27 23:55:00,3.91,1.33,4,9.3,11.35
16377,1575,196,Seattle,2025-02-17 00:15:00,4.26,1.67,4,12.4,12.86
16378,205,518,Austin,2025-01-13 23:00:00,2.96,1.5,5,8.6,9.46
16379,3358,101,San Francisco,2025-10-12 18:45:00,3.52,1,5,13.2,7.46
16380,1455,177,San Francisco,2025-10-19 19:30:00,6,1,NA,15.9,10.08
16381,2146,658,Chicago,2025-06-20 16:40:00,3.34,1.19,5,10.6,10.17
16382,2189,255,Austin,2025-05-04 04:25:00,7.57,1,3,23.7,13.26
16383,2962,257,Austin,2025-06-27 06:00:00,2.72,1.23,5,7.2,6.2
16384,1555,661,Austin,2025-05-13 22:40:00,1.78,1.14,3,4.3,5.37
16385,1480,309,Boston,2025-04-17 04:35:00,4.73,1.63,5,15.3,15.41
16386,548,742,Chicago,2025-04-12 21:10:00,3.27,1,5,8.4,8.28
16387,854,52,Austin,2025-04-29 13:20:00,4.38,1,5,12.7,9.5
16388,283,528,Boston,2025-11-06 07:35:00,4.59,1.24,5,13,10.14
16389,675,95,Seattle,2025-02-08 13:25:00,3.43,1.18,3,9.9,8.28
16390,2528,486,San Francisco,2025-02-24 19:45:00,4.27,1.13,4,10,9.24
16391,1492,4,Seattle,2025-01-17 11:10:00,6.75,1.32,5,18.8,16.26
16392,3371,71,Boston,2025-09-19 04:40:00,4.57,1.18,4,13.4,9.21
16393,3703,3,Austin,2025-01-31 22:10:00,4.13,1,5,13.6,8.77
16394,1433,700,Boston,2025-05-10 00:15:00,5.36,1,4,15.5,11.03
16395,2848,594,Seattle,2025-08-11 15:35:00,4.3,1.2,3,11.2,10.43
16396,3747,27,San Francisco,2025-11-11 06:20:00,4.35,1,5,10.5,9.51
16397,2720,463,Chicago,2025-06-17 11:45:00,3.47,1.09,5,12.8,7.32
16398,905,667,San Francisco,2025-10-15 18:30:00,3.85,1.84,5,11.9,13.34
16399,2444,278,Seattle,2025-02-03 07:15:00,4.02,1.04,5,11.3,8.86
16400,903,460,Austin,2025-04-16 14:40:00,2.7,1.27,5,9.3,6.43
16401,582,323,Austin,2025-02-09 19:55:00,6.37,1,4,19.4,11.11
16402,3879,339,Seattle,2025-10-31 18:15:00,3,1.23,5,12.3,8.54
16403,322,786,Boston,2025-11-25 06:05:00,17.69,1.05,4,52.2,30.08
16404,3701,51,Boston,2025-03-17 06:50:00,3.82,1.27,5,12.3,8.97
16405,2138,454,Seattle,2025-06-01 16:55:00,4.43,1.08,5,13.4,10.08
16406,3971,10,San Francisco,2025-08-15 10:10:00,10.54,1.2,4,32.3,20.24
16407,1366,635,Chicago,2025-08-07 19:10:00,10.52,1.13,5,31.7,22.29
16408,2399,666,Seattle,2025-06-16 04:55:00,2.01,1.24,5,7.3,5.78
16409,3316,401,Austin,2025-08-20 05:00:00,5.53,1.12,5,13.8,12
16410,2930,406,Boston,2025-08-15 05:55:00,2.98,1.35,5,9.7,9.56
16411,3479,340,Boston,2025-06-27 13:50:00,3.52,1,5,10,7.73
16412,2399,717,Austin,2025-07-17 00:50:00,2.66,1.43,5,4.5,8.95
16413,254,774,San Francisco,2025-10-16 05:25:00,5.74,1,5,17.3,11.45
16414,3937,283,Austin,2025-10-25 17:00:00,3.69,1.03,4,12.9,6.46
16415,1997,77,Austin,2025-05-23 22:20:00,3.04,1,4,11.9,7.51
16416,3415,551,Seattle,2025-10-03 23:20:00,7.04,1.04,4,21.2,13.02
16417,52,558,Chicago,2025-10-31 13:35:00,4.28,1.16,NA,12.5,9.4
16418,2172,142,Austin,2025-08-14 20:40:00,4.18,1.06,5,11.3,7.77
16419,3983,462,Chicago,2025-01-12 01:35:00,6.05,1,4,17.5,12.57
16420,683,432,San Francisco,2025-03-18 22:35:00,7.17,1.21,4,21.1,14.62
16421,305,58,San Francisco,2025-04-19 16:00:00,6.79,1.04,5,22.6,13.42
16422,2423,173,Chicago,2025-06-29 03:45:00,5.06,1.4,5,13.7,13.23
16423,2807,549,Boston,2025-01-11 01:55:00,5.5,1.3,5,16.6,12.65
16424,993,358,Chicago,2025-06-26 12:00:00,3.63,1,4,10.8,8.28
16425,2248,120,Austin,2025-06-06 20:05:00,5.82,1.01,5,16.9,12.06
16426,1292,562,Boston,2025-05-04 00:45:00,3.55,1.19,4,10.7,8.37
16427,2186,671,Boston,2025-12-06 04:30:00,7.44,1.62,NA,22.5,19.35
16428,3566,638,Chicago,2025-07-04 17:40:00,2.98,1.17,4,7.5,9.35
16429,702,463,Chicago,2025-03-06 11:00:00,4.44,1.71,5,15.9,14.9
16430,909,721,Boston,2025-10-10 11:45:00,2.59,1.08,5,9.8,5.68
16431,830,376,Austin,2025-12-08 21:35:00,7.37,1.21,5,20.5,15.88
16432,3693,414,San Francisco,2025-12-11 14:55:00,3.85,1.33,5,13.3,10.89
16433,2347,501,Chicago,2025-11-18 22:00:00,3.44,1.23,4,6.3,8.58
16434,1830,484,Seattle,2025-06-15 09:05:00,7,1.34,5,21.3,15.53
16435,243,389,Austin,2025-11-24 10:25:00,2.2,1,5,7.1,5.73
16436,114,408,Austin,2025-11-23 22:25:00,11.04,1.28,5,34.6,23.58
16437,1439,751,San Francisco,2025-09-04 11:50:00,5.4,1.46,5,14.2,11.29
16438,55,176,Boston,2025-08-31 00:40:00,2.01,1.3,5,9,7.17
16439,2322,467,Austin,2025-10-11 23:10:00,3.69,1.47,4,11.9,9.91
16440,3281,783,Boston,2025-08-22 16:00:00,2.29,1,3,7.1,5.27
